Question,Question_eng,Trigger
م فائده التوقف عن العاده السريه وهل عندنا اتوقف عن العاده يزيد من طول القضيب ؟,"What is the benefit of stopping masturbation, and does stopping masturbation increase the length of the penis?",0
ما هي فوائد واضرار القسط الهندي؟ وكيف هي طريقة استعمال القسط الهندي؟,What are the benefits and harms of Indian costus? How is the Indian installment used?,0
انا في الحقيقه امارس الجنس مرا في الشهر وعمري 16 سنه هل هاذا شيء لهٌ فائده ع نمو القضيب,"In fact, I have sex once a month and I am 16 years old. Is this beneficial for penis growth?",0
سويت خلطة مزيج مطحون من الجوز واللوز والكاجو مع حبة البركة والزنجبيل ، والجنسنج وحبوب طلع النحل كلها مع عسل مشبع بغذاء الملكات، هل هي صحية؟ وما أهم فوائدها ومقدار...,"I made a mixture of ground walnuts, almonds, and cashews with black seed, ginger, ginseng, and bee pollen, all with honey saturated with royal jelly. Is it healthy? What are its most important benefits and how much...",0
اريد ان أحمل صرلي سنتين وانا من دكتورة ل دكتورة من دون فائدة انصحوني ارجو الرد بسرعة,"I want to get pregnant for two years and I go from doctor to doctor to no avail. Please advise me, please respond quickly",0
ما هو العسل الملكي، ما هي فوائده؟,"What is royal honey, what are its benefits?",0
ما هي فوائد أوميجا 3 في القلب؟,What are the benefits of Omega 3 for the heart?,0
ما هي فوائد أوميجا 3 للعين؟,What are the benefits of Omega 3 for the eyes?,0
ما هي فوائد أوميغا 3 لدى الأطفال والمراهقين؟,What are the benefits of Omega 3 in children and adolescents?,0
ما هي فوائد فيتامين هـ للبشرة؟,What are the benefits of vitamin E for the skin?,0
عندي طفل عمره سته سنوات يعاني من حبوب وحكه شديدة منذ اكثر من سنتين وصفها الطبيب باكزيما درهميه وصف لي مرهم ايلو كون لكن دون فائدة,"I have a six-year-old child who has been suffering from pimples and severe itching for more than two years. The doctor prescribed it as eczema edema. He prescribed Ilo-Con ointment, but to no avail.",0
ما هي فوائد الرمان للذاكرة؟,What are the benefits of pomegranate for memory?,0
ما هي فوائد الرمان للسرطان، وهل الرمان يحتوي على مواد ذات تأثير مضاد للسرطان؟,"What are the benefits of pomegranate for cancer, and does pomegranate contain substances with an anti-cancer effect?",0
ما هي فوائد الرمان للحامل في الشهر الثامن؟,What are the benefits of pomegranate for pregnant women in the eighth month?,0
ما هي فوائد الرمان في المجال التجميلي؟,What are the benefits of pomegranate in the cosmetic field?,0
ما هي فوائد عصير الرمان للحامل؟,What are the benefits of pomegranate juice for pregnant women?,0
ما هي فوائد الرمان للسكري، أي هل يساعد في السيطرة على مستويات السكر في الدم؟,"What are the benefits of pomegranate for diabetes, i.e. does it help control blood sugar levels?",0
ما هي فوائد دبس الرمان بشكل عام؟,What are the benefits of pomegranate molasses in general?,0
ما هي فوائد الرمان للرجال والصحة الجنسية؟,What are the benefits of pomegranate for men and sexual health?,0
ما هي فوائد الرمان للضغط، هل يعمل الرمان على خفض ضغط الدم؟,What are the benefits of pomegranate for blood pressure? Does pomegranate lower blood pressure?,0
ما هي فوائد دبس الرمان للشعر؟,What are the benefits of pomegranate molasses for hair?,0
أعاني من إلتهابات مهبليه حادة أدت لتكون قرح بيضا داخليه و خارجيه وتم استعمال امريزول لبوس مهبلي و كريم جينوكونازول لمده ٥ ايام ولكن دون فائدة مع العلم القرح في...,"I suffer from severe vaginal infections that led to the formation of internal and external white ulcers. I used Amrizol vaginal suppositories and Gynoconazole cream for 5 days, but to no avail, knowing the ulcers in...",0
ما هي فوائد حقن الشعر؟,What are the benefits of hair injections?,0
ما هي فوائد سمك القد على وجه الخصوص مقارنة مع بقية أنواع السمك؟,What are the benefits of cod in particular compared to other types of fish?,0
ما هي فوائد الكافيار الجنسية؟,What are the sexual benefits of caviar?,0
ما هي أهم فوائد السمك للجسم؟,What are the most important benefits of fish for the body?,0
ما هي فوائد بيض السمك أو الكافيار؟,What are the benefits of fish eggs or caviar?,0
ما هي فوائد زيت السمك للشعر على وجه الخصوص,What are the benefits of fish oil for hair in particular?,0
ما هي فوائد زيت سمك القد؟,What are the benefits of cod oil?,0
ما هي فوائد سمك السردين؟ وكم تحتوي 100 غرام من السردين على بروتين؟,What are the benefits of sardines? How much protein does 100 grams of sardines contain?,0
ما هي فوائد الزنجبيل على البشرة، وهل يؤخر من ظهور التجاعيد؟,"What are the benefits of ginger on the skin, and does it delay the appearance of wrinkles?",0
ما هي فوائد الزنجبيل للحامل على وجه التحديد؟,What are the benefits of ginger for pregnant women specifically?,0
ما هو فوائد الزنجبيل في التنحيف والتخلص من الوزن الزائد؟,What are the benefits of ginger in slimming and getting rid of excess weight?,0
ما هي فوائد الزنجبيل للنساء؟,What are the benefits of ginger for women?,0
ما هي فوائد الزنجبيل والليمون قبل النوم، وهل له أي مضار؟,"What are the benefits of ginger and lemon before bed, and do they have any harm?",0
هل الزنجبيل الأخضر أكثر فائدة من الجاف؟,Is green ginger more beneficial than dry?,0
ما هي فوائد الزنجبيل والليمون الدافئ؟,What are the benefits of ginger and warm lemon?,0
ما هي فوائد النظام الكيتو دايت؟,What are the benefits of the keto diet?,0
هل لتناول القرنفل على الريق فوائد للجنس,Does eating cloves on an empty stomach have benefits for sex?,0
